,0
0,905.8111771045678
1,2150.0393793971753
2,617.5266056964656
3,1710.605605618853
4,492.40309380058795
5,976.8813318614264
6,646.5552604563093
7,1148.0502961349869
8,981.8862723372614
9,1633.5295222909922
10,1717.6125222850221
11,991.8961532889316
12,453.3645580890741
13,272.18571286384326
14,1275.1757842211987
15,949.8546532919167
16,1625.5216175296562
17,907.8131532949019
18,1830.7241770388955
19,1995.887212741454
20,2092.983057972655
21,300.2133795285199
22,1842.7360341808999
23,540.450522368605
24,975.8803437662593
25,1965.8575698864433
26,1895.788403224752
27,1537.4346651549583
28,783.6906294941912
29,948.8536651967497
30,173.0878914423081
31,1598.4949389601466
32,995.9001056695997
33,1037.9416056666146
34,531.4416295121018
35,973.8783675759253
36,1605.5018556263158
37,2132.0215936841687
38,1910.803224652257
39,1213.1145223208434
40,1412.3111532590806
41,1165.0670937528264
42,2161.0502484440126
43,1972.8644865526126
44,1328.2281532650509
45,1058.962355665122
46,1214.1155104160105
47,940.8457604354135
48,2074.965272259649
49,887.7933913915614
50,264.17780810250713
51,2126.015665113167
52,2241.129296057374
53,1584.4811056278083
54,1652.5482960991658
55,1855.748879418071
56,836.7429985380434
57,1491.3892127772754
58,655.5641533128124
59,1705.600665143018
60,1082.9860699491305
61,360.2726652385411
62,1840.7340579905658
63,238.15211762816455
64,2105.9959032098263
65,772.6797604473539
66,1278.1787485066998
67,1068.9722366167923
68,1264.1649151743613
69,1005.9099866212699
70,2173.062105586017
71,2062.9534151176445
72,1330.230129455385
73,1702.5977008575169
74,576.4860937946178
75,600.5098080786263
76,1266.1668913646954
77,139.0542962066295
78,203.1175342973188
79,1263.1639270791943
80,643.5522961708082
81,2134.0235698745028
82,817.7242247298699
83,1378.277558023402
84,1353.2528556442264
85,1356.2558199297273
86,994.8991175744327
87,251.16496286533584
88,144.05923668246464
89,929.8348913885764
90,717.6254152131678
91,1142.044367563985
92,2184.0729746328543
93,2102.9929389243252
94,1805.69947465972
95,1693.5888080010136
96,1088.9919985201327
97,941.8467485305805
98,2023.9148794061307
99,1600.4969151504806
100,1581.4781413423073
101,1416.3151056397487
102,223.1372962006592
103,1746.6411770448658
104,2194.082855584524
105,1369.2686651668987
106,561.4712723671124
107,1980.8723913139488
108,1658.554224670168
109,1683.5789270493433
110,1299.1994985052072
111,762.6698794956837
112,2069.9603317838137
113,172.08690334714106
114,631.5404390288039
115,566.4762128429476
116,1196.097724703004
117,1793.6876175177158
118,1677.5729984783413
119,1186.0878437513338
120,743.6511056875104
121,211.12543905865505
122,660.5690937886476
123,1715.610546094688
124,1401.3002842122432
125,1521.418855632286
126,1790.6846532322147
127,293.2064628623507
128,2152.0413555875093
129,693.6017009291593
130,368.28056999987734
131,872.778569964056
132,1617.51371276832
133,552.4623795106093
134,1570.46727229547
135,1931.8239746507647
136,2098.988986543657
137,578.4880699849518
138,1395.2943556412413
139,355.26772476270605
140,1981.8733794091158
141,1174.0759866093294
142,1313.2133318375454
143,1472.370438969102
144,1382.2815104040699
145,954.8595937677519
146,2158.0472841585115
147,793.7005104458615
148,396.3082366645539
149,1778.6727960902103
150,1366.2657008813976
151,1106.008796137972
152,1131.0334985171476
153,1202.103653274006
154,1542.4396056307933
155,707.6155342614976
156,442.35368904223685
157,322.23511762219437
158,364.2766176192092
159,170.084927156807
160,1030.9346890004454
161,755.6629628295145
162,1554.4514627727976
163,1649.5453318136647
164,1642.5384151474955
165,1455.3536413512625
166,574.4841176042837
167,1731.6263556173603
168,727.635296164838
169,710.6184985469986
170,304.2173319091879
171,1826.7202246582274
172,861.7677009172189
173,559.4692961767784
174,742.6501175923433
175,837.7439866332104
176,1065.9692723312912
177,1701.5967127623499
178,1505.4030461096136
179,1829.7231889437285
180,1162.0641294673253
181,213.1274152489891
182,1591.4880222939773
183,436.3477604712348
184,1006.910974716437
185,934.8398318644114
186,399.31120095005497
187,499.41001046675717
188,309.2222723850231
189,788.6955699700263
190,407.3191057113911
191,220.1343319151581
192,1601.4979032456476
193,1422.321034210751
194,410.3220699968922
195,983.8882485275955
196,255.16891524600396
197,1800.694534183885
198,935.8408199595784
199,2175.064081776351
200,1651.5473080039988
201,1523.42083182262
202,1431.329927067254
203,305.21832000435495
204,1845.738998466401
205,838.7449747283774
206,1100.00286756697
207,2122.011712732499
208,1297.1975223148731
209,1092.9959509008008
210,2139.0285103503384
211,194.10864144081552
212,1496.3941532531103
213,359.2716771433742
214,1079.9831056636294
215,1042.9465461424497
216,1886.7795103682488
217,1010.914927097105
218,1047.951486618285
219,1359.2587842152284
220,2017.9089508351285
221,495.40605808608905
222,657.5661295031465
223,1271.1718318405306
224,1048.952474713452
225,1952.8447246492722
226,722.6303556890028
227,1269.1698556501965
228,357.2697009530401
229,1379.278546118569
230,416.3279985678944
231,1305.2054270762094
232,393.3052723790529
233,2200.0887841555264
234,2010.9020341689593
235,1191.092784227169
236,310.2232604801901
237,1370.2696532620657
238,400.312189045222
239,1729.6243794270263
240,2193.081867489357
241,1207.1085937498412
242,439.3507247567359
243,1753.648093711035
244,1234.1352723193509
245,443.3546771374039
246,2207.0957008216956
247,1257.1579985081923
248,2176.065069871518
249,406.3181176162242
250,1469.367474683601
251,1427.325974686586
252,508.41890332326034
253,1951.8437365541051
254,1946.83879607827
255,2163.0522246343467
256,2060.9514389273104
257,456.3675223745752
258,266.1797842928412
259,2211.0996532023637
260,497.4080342764231
261,628.5374747433028
262,989.8941770985975
263,2165.0542008246807
264,156.0710938244688
265,1531.4287365839562
266,1728.6233913318592
267,1276.1767723163657
268,988.8931890034305
269,2229.1174389153703
270,2151.0403674923423
271,833.7400342525423
272,1163.0651175624923
273,1916.8091532232593
274,250.1639747701688
275,2143.032462731006
276,154.06911763413473
277,1309.2093794568773
278,1548.4455342017955
279,1245.146141366188
280,647.5562485514763
281,1703.598688952684
282,1403.3022604025773
283,284.1975700058475
284,1540.4376294404592
285,782.6896413990241
286,374.2864985708794
287,913.819081865904
288,1115.0176889944753
289,2232.120403200871
290,914.820069961071
291,1172.0740104189954
292,2239.12731986704
293,1201.102665178839
294,1582.4791294374743
295,184.09876048914543
296,897.8032723432316
297,1078.9821175684624
298,620.5295699819667
299,1357.2568080248943
300,1081.9850818539635
301,504.4149509425922
302,961.866510433921
303,1854.747891322904
304,1210.1115580353423
305,1495.3931651579433
306,580.4900461752859
307,589.4989390317891
308,2026.9178436916318
309,1293.193569934205
310,332.24499857386456
311,1380.279534213736
312,2083.974165116152
313,1751.646117520701
314,845.7518913945465
315,689.5977485484912
316,844.7509032993795
317,338.25092714486664
318,1743.6382127593647
319,649.5582247418104
320,1737.6322841883625
321,539.449534273438
322,331.24401047869753
323,1690.5858437155125
324,1752.647105615868
325,1748.6431532351999
326,1900.793343700587
327,648.5572366466433
328,591.5009152221231
329,1837.7310937050647
330,260.173855721839
331,1970.8625103622785
332,712.6204747373326
333,2234.122379391205
334,756.6639509246816
335,918.824022341739
336,1994.886224646287
337,728.636284260005
338,487.3981533247529
339,1067.9712485216253
340,1949.841760363771
341,1536.4336770597913
342,1586.4830818181422
343,921.8269866272401
344,930.8358794837434
345,908.8141413900689
346,1777.6718079950433
347,1646.5423675281636
348,873.7795580592231
349,1485.3832842062732
350,831.7380580622082
351,235.14915334266345
352,877.7835104398912
353,1756.6510579965359
354,594.5038795076241
355,341.25389143036773
356,342.25487952553476
357,1464.3625342077657
358,1969.8615222671115
359,1620.516677053821
360,2171.060129395683
361,1386.285462784738
362,1002.9070223357688
363,1839.7330698953988
364,1892.785438939251
365,1393.2923794509072
366,1285.185665172869
367,751.6590104488465
368,1766.6609389482062
369,1848.741962751902
370,2040.93167702397
371,1784.6787246612125
372,1298.1985104100402
373,1398.2973199267424
374,1721.6164746656902
375,441.35270094706993
376,1125.0275699461454
377,2117.0067722566637
378,1917.8101413184263
379,1861.7548079890732
380,2039.930688928803
381,1789.6836651370477
382,1159.0611651818242
383,2189.077915108689
384,1500.3981056337784
385,186.1007366794795
386,2177.066057966685
387,1940.832867507268
388,1816.710343706557
389,581.4910342704528
390,141.05627239696355
391,681.589843787155
392,1013.9178913826061
393,1372.2716294523998
394,221.13532001032513
395,1104.006819947638
396,2114.0038079711626
397,796.7034747313625
398,2030.9217960723
399,790.6975461603604
400,1636.5324865764933
401,1040.9445699521157
402,2231.1194151057043
403,1475.3734032546029
404,191.10567715531465
405,553.4633676057763
406,978.8833080517604
407,1533.4307127742902
408,1741.6362365690306
409,2056.9474865466423
410,1604.5008675311487
411,430.3418319002326
412,2227.115462725036
413,939.8447723402464
414,1478.376367540104
415,912.8180937707369
416,356.2687128578731
417,909.815129485236
418,734.6422128310071
419,965.870462814589
420,427.3388676147316
421,1656.552248479834
422,892.7983318673965
