,0
0,1
1,0
2,0
3,0
4,0
5,1
6,1
7,1
8,0
9,1
10,0
11,0
12,1
13,0
14,0
15,1
16,0
17,1
18,1
19,0
20,1
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,1
29,0
30,0
31,0
32,1
33,0
34,0
35,0
36,1
37,0
38,0
39,0
40,0
41,0
42,1
43,0
44,1
45,0
46,0
47,1
48,0
49,0
50,0
51,1
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,1
64,0
65,0
66,0
67,0
68,1
69,1
70,1
71,0
72,0
73,1
74,1
75,0
76,0
77,0
78,0
79,0
80,0
81,1
82,1
83,1
84,0
85,0
86,1
87,1
88,1
89,0
90,0
91,1
92,1
93,0
94,1
95,1
96,0
97,0
98,0
99,1
100,1
101,0
102,0
103,1
104,1
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,1
120,0
121,0
122,0
123,1
124,0
125,1
126,0
127,0
128,0
129,0
130,0
131,1
132,0
133,1
134,0
135,0
136,1
137,0
138,0
139,0
140,0
141,1
142,0
143,0
144,1
145,0
146,1
147,0
148,1
149,0
150,0
151,1
152,1
153,0
154,0
